"","Phylum","Class","Order","Family","Genus","Species","Subspecies","Strain","GOLD_Organism_ID","GOLD_Project_ID","IMG_Genome_ID","NCBI_Taxonomy_ID","NCBI_Phylum","NCBI_Class","NCBI_Order","NCBI_Family","NCBI_Genus","NCBI_Species","Article_Url","Metabolic_Traits","AI_Predicted"
"68","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinoallomurus","purpureus","NA","TTN02-30, DSM 45449, KCTC 19541, NBRC 103687","Go0031447","NA","NA","478114","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinoallomurus","purpureus","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01752","NA:NA:NA:NA:NA:NA","Y"
"69","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinoallomurus","radicium","NA","K08-0182, DSM 45523, JCM 17294, NBRC 107678","Go0031748","NA","NA","877472","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinoallomurus","radicium","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01752","NA:NA:NA:NA:NA:NA","Y"
"70","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinoallomurus","spadix","NA","ATCC 27298, CBS 261.72, BCRC 13386, CIP 105479, DSM 43459, IMET 9752, JCM 3146, KCTC 9252, NBRC 14099, NCIMB 11118, NRRL B-16128","Go0028053","NA","NA","79912","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinoallomurus","spadix","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01752","NA:NA:NA:NA:NA:NA","Y"
"71","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinoallomurus","vinaceus","NA","K10-0528, BCC 49425, DSM 45858, JCM 17939, NBRC 108763","Go0043934","NA","NA","1080074","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinoallomurus","vinaceus","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01752","NA:NA:NA:NA:NA:NA","Y"
"72","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinoallomurus","yoronensis","NA","TTN02-22, DSM 45451, KCTC 19540, NBRC 103686","Go0031445","NA","NA","478110","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinoallomurus","yoronensis","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01752","NA:NA:NA:NA:NA:NA","Y"
"73","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinoalloteichus","cyanogriseus","NA","AS 4.1159, CIP 106755, DSM 43889, NBRC 14455, JCM 6095, NRRL B-16252","Go0013869","Gp0013869","2524614639, 2585427525","1120930","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinoalloteichus","cyanogriseus","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00173","NA:NA:NA:NA:NA:NA","N"
"74","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinoalloteichus","hymeniacidonis","NA","HPA177, CGMCC 4.2500, JCM 13436","Go0026249","Gp0114707","2615840661","340345","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinoalloteichus","hymeniacidonis","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00173","NA:NA:NA:NA:NA:NA","N"
"75","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinoalloteichus","spitiensis","NA","RMV-1378, DSM 44848, JCM 12472, MTCC 6194","Go0012541","Gp0012541","2563366745","1114962","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinoalloteichus","spitiensis","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00173","NA:NA:NA:NA:NA:NA","N"
"76","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","anseriformium","NA","F66, CCUG 60324, CCM 7846","Go0027205","NA","NA","221404","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","anseriformium","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01197.pub2","Fermentation:Glucose:Glucose:Glucose:Endogenous:NA","Y"
"77","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","arthritidis","NA","CCUG 24862, ATCC 13376, Wetmore 1706","Go0027524","NA","NA","157339","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","arthritidis","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01197.pub2","Fermentation:Glucose:Glucose:Glucose:Endogenous:NA","N"
"78","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","capsulatus","NA","CCUG 12396, Frederiksen 243, ATCC 51571, NCTC 11408, CIP 103283","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01197.pub2","Fermentation:Glucose:Glucose:Glucose:Endogenous:NA","N"
"79","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","equuli","equuli","ATCC 19392, NCTC 8529","Go0029677","NA","NA","718","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","equuli","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01197.pub2","Fermentation:Glucose:Glucose:Glucose:Endogenous:NA","Y"
"80","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","equuli","haemolyticus","F 154, CCUG 19799, NCTC 13195","Go0029676","NA","NA","202948","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","equuli","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01197.pub2","Fermentation:Glucose:Glucose:Glucose:Endogenous:NA","Y"
"81","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","hominis","NA","P 578, CCUG 19800, ATCC 49457, NCTC 11529","Go0029678","NA","NA","719","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","hominis","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01197.pub2","Fermentation:Glucose:Glucose:Glucose:Endogenous:NA","N"
"82","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","lignieresii","NA","ATCC 49236, NCTC 4189","Go0468634","Gp0342247","2808606643","720","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","lignieresii","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01197.pub2","Fermentation:Glucose:Glucose:Glucose:Endogenous:NA","N"
"83","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","pleuropneumoniae","NA","Shope 4074, ATCC 27088, NCTC 12370","Go0007489","Gp0000871, Gp0007489, Gp0098488","2854075772, 648276605, 2582581370, 638341004","228399","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","pleuropneumoniae","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01197.pub2","Fermentation:Glucose:Glucose:Glucose:Endogenous:NA","N"
"84","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","suis","NA","ATCC 33415, CCM 5586, CCUG 11624","Go0006903","Gp0006903","2597489880","743972","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","suis","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01197.pub2","Fermentation:Glucose:Glucose:Glucose:Endogenous:NA","N"
"85","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","ureae","NA","ATCC 25976, NCTC 10219","Go0004153","Gp0004153","649989900","887324","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","ureae","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01197.pub2","Fermentation:Glucose:Glucose:Glucose:Endogenous:NA","N"
"86","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","vicugnae","NA","W1618, LMG 30745, NCTC 14090","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01197.pub2","Fermentation:Glucose:Glucose:Glucose:Endogenous:NA","Y"
"87","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinobaculum","suis","NA","Soltys 50052, ATCC 33144, CCUG 19206, CIP 105361, DSM 20639, LMG 18291","Go0029250","Gp0127287","2675903157","1657","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinobaculum","suis","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00011","Fermentation:NA:NA:NA:Endogenous:Acetate;Fermentation:NA:NA:NA:Endogenous:NA","N"
"88","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinobaculum","massiliense","NA","CCUG 47753, CIP 107404, DSM 19118","Go0026699","NA","NA","202789","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinobaculum","massiliense","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00011","NA:NA:NA:NA:NA:NA","N"
"89","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinobaculum","schaalii","NA","CCUG 27420, CIP 105739, CCM 4738, DSM 15541, LMG 18293","Go0089888, Go0013925","Gp0013925, Gp0089888, Gp0095641, Gp0102157","2524614731, 2585427650","1120932, 59505","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinotignum","schaalii","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00011","Fermentation:Glucose:Glucose:Glucose:Endogenous:Acetate","N"
"90","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinobaculum","urinale","NA","R9242, CCUG 46093, CIP 107424, DSM 15805","Go0013926","Gp0013926","2524614758","1120933","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinotignum","urinale","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00011","NA:NA:NA:NA:NA:NA","N"
"91","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinocatenispora","thailandica","NA","TT2-10, JCM 12343, PCU 235, DSM 44816","Go0373398","Gp0220499","NA","227318","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinocatenispora","thailandica","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00138","NA:NA:NA:NA:NA:NA","N"
"92","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinocatenispora","rupis","NA","CS5-AC17, DSM 45178, NRRL B-24660","Go0031035","NA","NA","519421","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinocatenispora","rupis","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00138","NA:NA:NA:NA:NA:NA","N"
"93","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinocatenispora","sera","NA","KV-744, NRRL B-24477, NBRC 101916","Go0353766","Gp0188023","2751185683","390989","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinocatenispora","sera","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00138","NA:NA:NA:NA:NA:NA","N"
"94","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinocorallia","herbida","NA","AL-50780, ATCC 51528, DSM 44254, NBRC 15485, JCM 9647, NCIMB 13337, VKM Ac-1994","Go0028013","Gp0220390","2784132147","58109","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinocorallia","herbida","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00209","NA:NA:NA:NA:NA:NA","N"
"95","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinocorallia","aurantiaca","NA","DSM 43924, IFO, NRBC, 15554, IMET 9577, INA 1933, JCM 8201, KCTC 9554","Go0028833","NA","NA","46204","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinocorallia","aurantiaca","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00209","NA:NA:NA:NA:NA:NA","N"
"96","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinocorallia","aurea","NA","DSM 14752, NBRC 44434","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00209","NA:NA:NA:NA:NA:NA","N"
"97","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinocorallia","cavernae","NA","N3-7, DSM 45040, JCM 13278, NRRL B-24429","Go0026145","NA","NA","328075","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinocorallia","cavernae","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00209","NA:NA:NA:NA:NA:NA","N"
"98","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinocorallia","glomerata","NA","DSM 44360, IFO 15960, JCM 9376, NBRC 15960","Go0028832","NA","NA","46203","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinocorallia","glomerata","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00209","NA:NA:NA:NA:NA:NA","N"
"99","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinocorallia","libanotica","NA","ATCC 35576, DSM 43554, IMET 9616, NBRC 14095, JCM 10696, NCIB 11686, NRRL B-16097, VKM Ac-939","Go0028811","NA","NA","46162","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinocorallia","libanotica","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00209","NA:NA:NA:NA:NA:NA","N"
"100","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinocorallia","longicatena","NA","I-497, CIP 105488, DSM 44361, NBRC 15961, JCM 9377","Go0027745","NA","NA","111803","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinocorallia","longicatena","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00209","NA:NA:NA:NA:NA:NA","N"
"101","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinokineospora","riparia","NA","C-39162, ATCC 49499, DSM 44259, NBRC 14541, JCM 7471, NRRL B-16432, VKM Ac-1980","Go0029649","NA","NA","39846","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinokineospora","riparia","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00174","NA:NA:NA:NA:NA:NA","N"
"102","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinokineospora","auranticolor","NA","YU 961-1, DSM 44650, NBRC 16518, JCM 11646","Go0027448","Gp0207579","2731957505","155976","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinokineospora","auranticolor","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00174","NA:NA:NA:NA:NA:NA","N"
"103","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinokineospora","diospyrosa","NA","YU8-1, DSM 44255, NBRC 15665, JCM 9921, NRRL B-24047, VKM Ac-1984","Go0103584","Gp0103584","2596583538","103728","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinokineospora","diospyrosa","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00174","NA:NA:NA:NA:NA:NA","N"
"104","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinokineospora","enzanensis","NA","YU 924-101, DSM 44649, NBRC 16517, JCM 11647","Go0013927","Gp0013927","2518285603","1120934","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinokineospora","enzanensis","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00174","NA:NA:NA:NA:NA:NA","N"
"105","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinokineospora","globicatena","NA","YU6-1, DSM 44256, NBRC 15664, JCM 9922, NRRL B-24048, VKM Ac-1981","Go0103585","Gp0103585","2596583621","103729","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinokineospora","globicatena","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00174","NA:NA:NA:NA:NA:NA","N"
"106","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinokineospora","inagensis","NA","YU4-1, DSM 44258, NBRC 15663, JCM 9923, NRRL B-24050, VKM Ac-1982","Go0013928","Gp0013928","2528768220","1120935","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinokineospora","inagensis","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00174","NA:NA:NA:NA:NA:NA","N"
"107","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinokineospora","terrae","NA","YU6-3, DSM 44260, NBRC 15668, JCM 9924, NRRL B-24049, VKM Ac-1983","Go0109641","Gp0109971","2616644847","155974","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinokineospora","terrae","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00174","NA:NA:NA:NA:NA:NA","N"
"108","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinomadura","madurae","NA","ATCC 19425, CCM 136, CCUG 32944, CECT 3043, CIP 105487, DSM 43067, HAMBI 1926, IAM 14277, IFM 0585, NBRC 14623, JCM 7436, IMET 9585, IMRU 1190, KCTC 9192, NCIMB 13469, NCTC 5654, NRRL B-3843, VKM Ac-809","Go0113078, Go0023695","Gp0023695, Gp0116395","2634166331","1220569, 1993","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinomadura","madurae","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00210","NA:NA:NA:NA:NA:NA","N"
"109","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinomadura","atramentaria","NA","SF2197, DSM 43919, HUT 6547, NBRC 14695, JCM 6250, KCTC 9620, NCIMB 12618","Go0013929","Gp0013929","2519899649","1120936","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinomadura","atramentaria","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00210","NA:NA:NA:NA:NA:NA","N"
"110","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinomadura","catellatispora","NA","3.24, AS 4.1522, DSM 44772, NBRC 16341, JCM 10667","Go0511526","Gp0402013","2870794168","95160","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinomadura","catellatispora","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00210","NA:NA:NA:NA:NA:NA","N"
"111","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinomadura","citrea","NA","ATCC 27887, BCRC, CCRC, 13352, DSM 43461, NBRC 14678, IMET 9573, INA 1849, JCM 3295, KCTC 9617, NRRL B-16121, VKM Ac-1119","Go0028808","Gp0126970","2844992467","46158","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinomadura","citrea","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00210","NA:NA:NA:NA:NA:NA","N"
"112","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinomadura","coerulea","NA","ATCC 33576, DSM 43675, NBRC 14679, IMET 9580, INA 765, JCM 3320, KCTC 9337, VKM Ac-1511","Go0028809","Gp0126971","2870759924","46159","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinomadura","coerulea","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00210","NA:NA:NA:NA:NA:NA","N"
"113","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinomadura","cremea","NA","ATCC 33577, BCRC, CCRC, 13394, DSM 43676, NBRC 14182, IMET 9578, INA 292, JCM 3308, NRRL B-16605, VKM Ac-912","Go0573261","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00210","NA:NA:NA:NA:NA:NA","N"
"114","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinomadura","echinospora","NA","ATCC 27300, BCRC, CCRC, 12547, DSM 43163, HUT 6548, NBRC 14042, JCM 3148, KCTC 9313","Go0030055","Gp0116394","2634166348","1992","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Thermomonospora","echinospora","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00210","NA:NA:NA:NA:NA:NA","N"
